EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Western Great Plains Floodplain Forest and Woodland,Tr Western Great Plains Floodplain Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1392857
Western Great Plains Open Freshwater Depression Wetland,He Western Great Plains Depressional Wetland Systems,Herb,Riparian,Depressional Wetland,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1536522
Western Great Plains Riparian Woodland,Tr Western Great Plains Floodplain Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,2647007
Western Great Plains Saline Depression Wetland,He Western Great Plains Depressional Wetland Systems,Herb,Riparian,Depressional Wetland,SRM 601: Bluestem Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,260222
Columbia Plateau Silver Sagebrush Seasonally Flooded Shrub-Steppe,Tr Inter-Mountain Basins Montane Riparian Systems,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 422: Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,567756
Columbia Plateau Ash and Tuff Badland,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,223487
Inter-Mountain Basins Volcanic Rock and Cinder Land,Sps Inter-Mountain Basins Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,3399784
North American Warm Desert Riparian Woodland,Tr North American Warm Desert Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,260216
North American Warm Desert Lower Montane Riparian Woodland,Tr North American Warm Desert Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,627189
Acadian Coastal Salt Marsh,He Acadian Salt Marsh and Estuary Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,86589
Acadian Estuary Marsh,He Acadian Salt Marsh and Estuary Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,31858
Acadian Maritime Bog,Tr Boreal Acidic Peatland Systems,Shrub,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,22381
Acadian-Appalachian Conifer Seepage Forest,Tr Laurentian-Acadian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 33: Red Spruce-Balsam Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,517173
Acadian-North Atlantic Rocky Coast,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,4532
Atlantic Coastal Plain Blackwater Stream Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,5083611
Atlantic Coastal Plain Brownwater Stream Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,176100
Atlantic Coastal Plain Embayed Region Tidal Freshwater Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,227142
Atlantic Coastal Plain Embayed Region Tidal Salt and Brackish Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,655729
Atlantic Coastal Plain Indian River Lagoon Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,30039
Atlantic Coastal Plain Northern Bog,Tr Atlantic Coastal Plain Northern Bog,Shrub,Riparian,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous shrubland,43680
Atlantic Coastal Plain Small Blackwater River Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,6924214
Atlantic Coastal Plain Small Brownwater River Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2384597
Boreal-Laurentian Bog,Tr Boreal Acidic Peatland Systems,Shrub,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1453509
Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Tr Boreal Acidic Peatland Systems,Tree,Riparian,Peatland Forests,SAF 13: Black Spruce-Tamarack,Tree-dominated,Open tree canopy,Evergreen open tree canopy,20743507
Boreal-Laurentian-Acadian Acidic Basin Fen,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1578392
Central Appalachian River Floodplain Forest,Tr Central Interior and Appalachian Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,297739
Central Appalachian Stream and Riparian Woodland,Tr Central Interior and Appalachian Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2371332
Central Atlantic Coastal Plain Sandy Beach,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,35885
Central California Coast Ranges Cliff and Canyon,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,1698219
Central Florida Wet Prairie and Herbaceous Seep,He Central Florida Wet Prairie and Herbaceous Seep,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,90151
Central Interior Acidic Cliff and Talus,Sps Central Interior and Appalachian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,15151
Central Interior Calcareous Cliff and Talus,Sps Central Interior and Appalachian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,8185
Central Interior Highlands and Appalachian Sinkhole and Depression Pond,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,1406
Central Texas Coastal Prairie Riparian Forest,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,162837
Central Texas Coastal Prairie River Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,241661
Columbia Bottomlands Forest and Woodland,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,1180967
Cumberland Acidic Cliff and Rockhouse,Sps Central Interior and Appalachian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,68
Cumberland Seepage Forest,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Deciduous open tree canopy,102
East Gulf Coastal Plain Depression Pondshore,He East Gulf Coastal Plain Depression Pondshore,Herb,Riparian,Depressional Wetland,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,30274
East Gulf Coastal Plain Freshwater Tidal Wooded Swamp,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,34447
East Gulf Coastal Plain Large River Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,9297824
East Gulf Coastal Plain Northern Seepage Swamp,Tr Gulf and Atlantic Coastal Plain Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,LF 46: Atlantic Coastal Plain Swamp,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,256445
East Gulf Coastal Plain Small Stream and River Floodplain Forest,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,16370568
Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Tr Boreal Jack Pine-Black Spruce Forest,Tree,Conifer,Jack Pine Forest,SAF 1: Jack Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,866681
Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Tr Boreal White Spruce-Fir Forest,Tree,Conifer,Spruce-Fir-Hardwood Forest,SAF 5: Balsam Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,11589086
Edwards Plateau Cliff,Sps Western Great Plains Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,52495
Edwards Plateau Floodplain Terrace Forest and Woodland,Tr Edwards Plateau Floodplain Terrace,Tree,Riparian,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Tree-dominated,Open tree canopy,Deciduous open tree canopy,134665
Florida Big Bend Fresh and Oligohaline Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,129282
Florida Big Bend Salt and Brackish Tidal Marsh,He Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,SRM 818: Florida Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,743991
Florida Panhandle Beach Vegetation,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,64906
Florida River Floodplain Marsh,He Florida River Floodplain Marsh,Herb,Riparian,Inland Marshes and Prairies,SRM 819: Freshwater Marsh and Ponds,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,131723
Great Lakes Acidic Rocky Shore and Cliff,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,455
Great Lakes Alkaline Rocky Shore and Cliff,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,1300
Great Lakes Dune,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,73212
Great Lakes Freshwater Estuary and Delta,He Great Lakes Coastal Marsh Systems,Herb,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,19550
Gulf Coast Chenier Plain Beach,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,3235
Gulf Coast Chenier Plain Fresh and Oligohaline Tidal Marsh,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,SRM 807: Gulf Coast Fresh Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,3777701
Gulf Coast Chenier Plain Salt and Brackish Tidal Marsh,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Herb,Riparian,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1155153
High Allegheny Wetland,Tr Central Interior and Appalachian Swamp Systems,Tree,Riparian,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,73738
Klamath-Siskiyou Cliff and Outcrop,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,439329
Laurentian Acidic Rocky Outcrop Woodland,Tr Laurentian Acidic Rocky Outcrop,Tree,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,15537
Laurentian Jack Pine-Red Pine Forest,Tr Laurentian Jack Pine-Red Pine Forest,Tree,Conifer,Jack Pine Forest,SAF 15: Red Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,10017933
Laurentian-Acadian Acidic Cliff and Talus,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,1921
Laurentian-Acadian Alkaline Fen,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,923906
Laurentian-Acadian Calcareous Cliff and Talus,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,97
Laurentian-Acadian Calcareous Rocky Outcrop Woodland,Tr Laurentian-Acadian Calcareous Rocky Outcrop,Tree,Conifer-Hardwood,Glades and Barrens,SAF 37: Northern White-Cedar,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,53544
Laurentian-Acadian Floodplain Forest,Tr Laurentian-Acadian Floodplain Systems,Tree,Riparian,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,4759181
Laurentian-Acadian Freshwater Marsh,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2795621
Laurentian-Acadian Lakeshore Beach,Sps Laurentian-Acadian Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,2348
Laurentian-Acadian Wet Meadow,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Herb,Riparian,Wet Meadow,LF 44: Laurentian-Acadian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6977570
Llano Estacado Caprock Escarpment and Breaks Shrubland and Steppe,Sh Llano Estacado Caprock Escarpment and Breaks Shrubland and Steppe,Shrub,Shrubland,Grassland and Steppe,SRM 735: Sideoats Grama-Sumac-Juniper,Shrub-dominated,Shrubland,Evergreen shrubland,9549805
Louisiana Beach,Sps Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,20883
Mediterranean California Alpine Bedrock and Scree,Sps Mediterranean California Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,4753728
Mediterranean California Foothill and Lower Montane Riparian Woodland,Tr California Montane Riparian Systems,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2148711
